day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;3600;BANANAS;4891;21;;;;;4898;21;;;;;4894.5;534.1367
-1;3700;BANANAS;4892;31;;;;;4896;6;4898;31;;;4894.0;534.09766
-1;3700;PEARLS;9996;2;9995;29;;;10000;5;10002;7;10004;2;9998.0;32.0
-1;3800;BANANAS;4892;30;;;;;4898;1;4899;29;;;4895.0;533.7461
-1;3800;PEARLS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;32.0
-1;3900;BANANAS;4893;1;4892;25;;;4898;25;;;;;4895.5;532.6758
-1;3900;PEARLS;9998;1;9995;25;;;10005;25;;;;;10001.5;34.0
-1;4000;PEARLS;10002;9;9996;2;9995;27;10004;2;10005;27;;;10003.0;34.0
-1;4000;BANANAS;4892;2;4891;27;;;4898;29;;;;;4895.0;532.4375
-1;4100;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;529.2617
-1;4100;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;52.0
-1;4200;BANANAS;4892;26;;;;;4893;10;4899;28;;;4892.5;529.125
-1;4200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;52.0
-1;4300;BANANAS;4892;31;;;;;4899;31;;;;;4895.5;1086.5625
-1;4300;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;52.0
-1;4400;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;52.0
-1;4400;BANANAS;4892;26;;;;;4899;27;;;;;4895.5;1091.1562
-1;4500;BANANAS;4892;27;;;;;4899;27;;;;;4895.5;1090.5312
-1;4500;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;54.0
-1;4600;BANANAS;4893;1;4892;21;;;4899;22;;;;;4896.0;1092.7812
-1;4600;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;54.0
-1;4700;BANANAS;4892;27;;;;;4893;8;4899;27;;;4892.5;1087.7812
-1;4700;PEARLS;9998;4;9996;1;9995;26;10004;1;10005;26;;;10001.0;54.0
-1;4800;PEARLS;10002;3;9996;1;9995;24;10004;1;10005;24;;;10003.0;54.0
-1;4800;BANANAS;4898;1;4893;1;4892;24;4899;25;;;;;4898.5;1143.8516
-1;4900;BANANAS;4893;22;;;;;4899;22;;;;;4896.0;1088.2812
-1;4900;PEARLS;9995;22;;;;;9998;4;10005;22;;;9996.5;60.0
-1;5000;BANANAS;4893;4;4892;22;;;4899;23;;;;;4896.0;1101.8516
-1;5000;PEARLS;9998;3;9996;1;9995;22;10004;1;10005;22;;;10001.0;68.0
-1;5100;BANANAS;4894;7;4893;25;;;4899;25;;;;;4896.5;1106.0312
-1;5100;PEARLS;10002;1;9998;9;9995;25;10005;25;;;;;10003.5;68.0
-1;5200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;70.0
-1;5200;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;1104.1875
-1;5300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;70.0
-1;5300;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;1108.1797
-1;5400;BANANAS;4894;27;;;;;4899;8;4901;27;;;4896.5;1113.1797
-1;5400;PEARLS;9995;27;;;;;10000;6;10002;8;10005;27;9997.5;70.0
-1;5500;BANANAS;4895;1;4894;29;;;4901;30;;;;;4898.0;1114.2266
-1;5500;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;70.0
-1;5600;BANANAS;4896;8;4895;27;;;4901;1;4902;26;;;4898.5;1050.0078
-1;5600;PEARLS;10002;1;9998;8;9996;1;10004;1;10005;26;;;10003.0;70.0
-1;5700;PEARLS;9998;4;9996;2;9995;23;10004;2;10005;23;;;10001.0;72.0
-1;5700;BANANAS;4897;2;4896;4;4895;25;4901;25;;;;;4899.0;626.15234
-1;5800;PEARLS;10002;1;9998;10;9995;24;10005;24;;;;;10003.5;72.0
-1;5800;BANANAS;4900;1;4895;10;4894;24;4901;24;;;;;4900.5;518.75
-1;5900;BANANAS;4895;21;;;;;4901;21;;;;;4898.0;467.0547
-1;5900;PEARLS;10000;5;9996;1;9995;20;10004;1;10005;20;;;10002.0;74.0
-1;6000;PEARLS;9996;2;9995;22;;;9998;4;10004;2;10005;22;9997.0;74.0
-1;6000;BANANAS;4895;2;4894;22;;;4901;24;;;;;4898.0;-694.66406
-1;6100;PEARLS;9996;1;9995;24;;;10000;5;10002;2;10004;1;9998.0;82.0
-1;6100;BANANAS;4895;1;4894;24;;;4899;2;4901;25;;;4897.0;-810.1797
-1;6200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;82.0
-1;6200;BANANAS;4894;29;;;;;4895;12;4901;30;;;4894.5;-863.4922
-1;6300;BANANAS;4894;24;;;;;4901;25;;;;;4897.5;-867.14844
-1;6300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;82.0
-1;6400;PEARLS;10000;4;9995;23;;;10005;23;;;;;10002.5;82.0
-1;6400;BANANAS;4894;23;;;;;4901;23;;;;;4897.5;-868.90625
-1;6500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;82.0
-1;6500;BANANAS;4894;20;;;;;4901;20;;;;;4897.5;-872.3047
-1;6600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;82.0
-1;6600;BANANAS;4894;27;;;;;4901;27;;;;;4897.5;-879.1719
-1;6700;BANANAS;4894;28;;;;;4900;2;4901;26;;;4897.0;-875.3672
-1;6700;PEARLS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;82.0
-1;6800;BANANAS;4894;1;4893;24;;;4899;1;4900;23;;;4896.5;-864.09375
-1;6800;PEARLS;9998;1;9996;1;9995;23;10004;1;10005;23;;;10001.0;90.0
-1;6900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;90.0
-1;6900;BANANAS;4898;1;4897;4;4893;28;4900;28;;;;;4899.0;-860.9453
-1;7000;PEARLS;10000;6;9998;7;9996;2;10004;2;10005;27;;;10002.0;90.0
-1;7000;BANANAS;4894;9;4893;27;;;4900;29;;;;;4897.0;-914.5
-1;7100;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;90.0
-1;7100;BANANAS;4893;30;;;;;4900;30;;;;;4896.5;-917.7656
-1;7200;BANANAS;4893;23;;;;;4899;2;4900;21;;;4896.0;-920.9219
-1;7200;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;90.0
-1;7300;PEARLS;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;90.0
-1;7300;BANANAS;4893;25;;;;;4898;4;4900;25;;;4895.5;-913.7344
-1;7400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;90.0
-1;7400;BANANAS;4894;30;;;;;4900;2;4901;28;;;4897.0;-910.6172
-1;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;90.0
-1;7500;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;-908.3906
-1;7600;BANANAS;4895;2;4894;24;;;4901;26;;;;;4898.0;-896.9453
-1;7600;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;90.0
-1;7700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;90.0
-1;7700;BANANAS;4900;1;4894;28;;;4901;28;;;;;4900.5;-884.72656
-1;7800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;90.0
-1;7800;BANANAS;4900;1;4895;1;4894;22;4901;23;;;;;4900.5;-943.28906
-1;7900;PEARLS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;90.0
-1;7900;BANANAS;4895;26;;;;;4900;4;4901;1;4902;25;4897.5;-982.7031
-1;8000;BANANAS;4896;23;;;;;4902;23;;;;;4899.0;-981.66406
-1;8000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;90.0
-1;8100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;90.0
-1;8100;BANANAS;4896;22;;;;;4902;22;;;;;4899.0;-976.0156
-1;8200;PEARLS;9995;20;;;;;9998;1;10002;2;10005;20;9996.5;90.0
-1;8200;BANANAS;4896;20;;;;;4903;20;;;;;4899.5;-975.0703
-1;8300;PEARLS;10002;1;9998;6;9996;1;10004;1;10005;26;;;10003.0;92.0
-1;8300;BANANAS;4897;7;4896;26;;;4903;27;;;;;4900.0;-973.5781
-1;8400;BANANAS;4897;26;;;;;4904;26;;;;;4900.5;-967.59375
-1;8400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;94.0
-1;8500;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;94.0
-1;8500;BANANAS;4899;5;4896;30;;;4903;30;;;;;4901.0;-956.71875
-1;8600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;94.0
-1;8600;BANANAS;4896;23;;;;;4903;23;;;;;4899.5;-954.53125
-1;8700;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;94.0
-1;8700;BANANAS;4896;30;;;;;4898;1;4903;30;;;4897.0;-975.33594
-1;8800;BANANAS;4896;23;;;;;4897;4;4903;23;;;4896.5;-980.14844
-1;8800;PEARLS;9995;23;;;;;9998;12;10005;23;;;9996.5;94.0
-1;8900;PEARLS;10002;5;9996;1;9995;26;10004;1;10005;26;;;10003.0;118.0
-1;8900;BANANAS;4896;27;;;;;4902;1;4903;26;;;4899.0;-975.15625
-1;9000;PEARLS;9995;23;;;;;10002;7;10005;23;;;9998.5;128.0
-1;9000;BANANAS;4895;23;;;;;4900;7;4902;23;;;4897.5;-981.0625
-1;9100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;128.0
-1;9100;BANANAS;4896;31;;;;;4899;3;4903;31;;;4897.5;-991.03906
-1;9200;BANANAS;4896;24;;;;;4901;3;4903;24;;;4898.5;-983.96875
-1;9200;PEARLS;9995;24;;;;;10002;3;10005;24;;;9998.5;128.0
-1;9300;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;128.0
-1;9300;BANANAS;4895;23;;;;;4902;23;;;;;4898.5;-983.39844
-1;9400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;128.0
-1;9400;BANANAS;4895;24;;;;;4902;24;;;;;4898.5;-987.64844
-1;9500;PEARLS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;128.0
-1;9500;BANANAS;4897;9;4896;29;;;4902;1;4903;28;;;4899.5;-985.6094
-1;9600;BANANAS;4896;19;;;;;4902;20;;;;;4899.0;-982.10156
-1;9600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;128.0
-1;9700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;128.0
-1;9700;BANANAS;4897;3;4896;25;;;4903;25;;;;;4900.0;-987.2578
-1;9800;PEARLS;9995;21;;;;;10002;5;10005;21;;;9998.5;128.0
-1;9800;BANANAS;4895;21;;;;;4900;5;4902;21;;;4897.5;-985.9844
-1;9900;BANANAS;4895;22;;;;;4902;22;;;;;4898.5;-983.3906
-1;9900;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;128.0
-1;10000;BANANAS;4896;8;4895;31;;;4902;31;;;;;4899.0;-980.5
-1;10000;PEARLS;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;128.0
-1;10100;BANANAS;4895;22;;;;;4902;22;;;;;4898.5;-983.25
-1;10100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;128.0
-1;10200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;128.0
-1;10200;BANANAS;4895;25;;;;;4901;2;4902;23;;;4898.0;-990.0469
-1;10300;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;128.0
-1;10300;BANANAS;4895;22;;;;;4896;4;4901;2;4902;20;4895.5;-986.27344
-1;10400;BANANAS;4895;30;;;;;4902;30;;;;;4898.5;-782.4844
-1;10400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;128.0
-1;10500;PEARLS;9998;4;9996;1;9995;27;10004;1;10005;27;;;10001.0;128.0
-1;10500;BANANAS;4896;4;4895;28;;;4901;28;;;;;4898.5;-765.6328
-1;10600;PEARLS;9995;23;;;;;9998;2;10002;6;10005;23;9996.5;128.0
-1;10600;BANANAS;4895;23;;;;;4900;6;4902;23;;;4897.5;-765.9844
-1;10700;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;132.0
-1;10700;BANANAS;4896;1;4895;23;;;4902;23;;;;;4899.0;-770.1797
-1;10800;BANANAS;4896;3;4895;23;;;4902;23;;;;;4899.0;-781.8281
-1;10800;PEARLS;10002;1;9998;4;9995;23;10005;23;;;;;10003.5;132.0
-1;10900;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;134.0
-1;10900;BANANAS;4895;1;4894;29;;;4901;30;;;;;4898.0;-790.85156
-1;11000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;134.0
-1;11000;BANANAS;4894;30;;;;;4900;1;4901;29;;;4897.0;-779.53125
-1;11100;PEARLS;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;134.0
-1;11100;BANANAS;4894;31;;;;;4899;4;4900;2;4901;29;4896.5;-778.5703
-1;11200;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;-779.10156
-1;11200;PEARLS;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;134.0
-1;11300;BANANAS;4898;1;4894;27;;;4900;1;4901;26;;;4899.0;-770.5781
-1;11300;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;136.0
-1;11400;PEARLS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;136.0
-1;11400;BANANAS;4895;3;4894;24;;;4900;1;4901;23;;;4897.5;-812.33594
-1;11500;BANANAS;4894;2;4893;28;;;4900;29;;;;;4897.0;-806.6719
-1;11500;PEARLS;9998;1;9996;1;9995;28;10004;1;10005;28;;;10001.0;136.0
-1;11600;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;-802.3047
-1;11600;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;136.0
-1;11700;BANANAS;4893;22;;;;;4899;1;4900;21;;;4896.0;-804.9922
-1;11700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;136.0
-1;11800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;136.0
-1;11800;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;-805.84375
-1;11900;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;-794.84375
-1;11900;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;136.0
-1;12000;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;-789.09375
-1;12000;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;136.0
-1;12100;BANANAS;4894;2;4893;20;;;4898;4;4900;22;;;4896.0;-777.2969
-1;12100;PEARLS;9996;2;9995;20;;;10002;3;10004;2;10005;20;9999.0;136.0
-1;12200;PEARLS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;136.0
-1;12200;BANANAS;4894;12;4893;26;;;4900;28;;;;;4897.0;-785.96875
-1;12300;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;-782.46875
-1;12300;PEARLS;9996;1;9995;23;;;10000;5;10004;1;10005;23;9998.0;136.0
-1;12400;BANANAS;4893;30;;;;;4899;1;4900;29;;;4896.0;-780.03906
-1;12400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;136.0
-1;12500;BANANAS;4892;31;;;;;4899;31;;;;;4895.5;-780.10156
-1;12500;PEARLS;10002;5;9996;2;9995;29;10004;2;10005;29;;;10003.0;136.0
-1;12600;PEARLS;9998;5;9996;1;9995;30;10004;1;10005;30;;;10001.0;146.0
-1;12600;BANANAS;4893;5;4892;31;;;4898;1;4899;30;;;4895.5;-776.4453
-1;12700;BANANAS;4892;31;;;;;4899;31;;;;;4895.5;-784.90625
-1;12700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;146.0
-1;12800;BANANAS;4892;31;;;;;4896;3;4898;31;;;4894.0;-787.64844
-1;12800;PEARLS;9996;1;9995;30;;;10002;3;10004;1;10005;30;9999.0;146.0
-1;12900;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;-639.8828
-1;12900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;146.0
-1;13000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;146.0
-1;13000;BANANAS;4892;27;;;;;4899;27;;;;;4895.5;-638.3672
-1;13100;BANANAS;4892;30;;;;;4899;30;;;;;4895.5;-641.4375
-1;13100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;146.0
-1;13200;BANANAS;4892;28;;;;;4899;28;;;;;4895.5;-637.4453
-1;13200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;146.0
-1;13300;BANANAS;4898;1;4893;2;4892;26;4899;28;;;;;4898.5;-641.0625
-1;13300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;146.0
-1;13400;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;146.0
-1;13400;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;-690.97656
-1;13500;BANANAS;4896;4;4893;30;;;4898;9;4900;30;;;4897.0;-696.4531
-1;13500;PEARLS;9996;1;9995;29;;;10002;9;10004;1;10005;29;9999.0;148.0
-1;13600;BANANAS;4893;25;;;;;4899;2;4900;23;;;4896.0;-692.7578
-1;13600;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;148.0
-1;13700;BANANAS;4896;5;4893;30;;;4897;7;4899;30;;;4896.5;-693.46875
-1;13700;PEARLS;10000;2;9996;2;9995;28;10002;7;10004;2;10005;28;10001.0;148.0
-1;13800;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;148.0
-1;13800;BANANAS;4893;25;;;;;4899;1;4900;24;;;4896.0;-678.9844
-1;13900;BANANAS;4893;20;;;;;4898;2;4900;20;;;4895.5;-670.28906
-1;13900;PEARLS;9995;20;;;;;10002;2;10005;20;;;9998.5;148.0
-1;14000;BANANAS;4899;1;4894;27;;;4900;27;;;;;4899.5;-670.4219
-1;14000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;148.0
-1;14100;BANANAS;4894;2;4893;22;;;4900;24;;;;;4897.0;-710.8906
-1;14100;PEARLS;10000;3;9996;2;9995;22;10004;2;10005;22;;;10002.0;148.0
-1;14200;BANANAS;4894;2;4893;22;;;4900;24;;;;;4897.0;-709.8906
-1;14200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;148.0
-1;14300;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;148.0
-1;14300;BANANAS;4894;30;;;;;4900;30;;;;;4897.0;-721.5469
-1;14400;BANANAS;4895;9;4894;23;;;4901;23;;;;;4898.0;-716.2656
-1;14400;PEARLS;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;148.0
-1;14500;BANANAS;4893;23;;;;;4894;1;4900;23;;;4893.5;-722.0703
-1;14500;PEARLS;9996;1;9995;22;;;10000;2;10004;1;10005;22;9998.0;148.0
-1;14600;PEARLS;9995;21;;;;;10002;3;10005;21;;;9998.5;148.0
-1;14600;BANANAS;4893;21;;;;;4898;3;4900;21;;;4895.5;-665.2344
-1;14700;PEARLS;9998;5;9996;2;9995;24;10004;2;10005;24;;;10001.0;148.0
-1;14700;BANANAS;4894;5;4893;26;;;4900;26;;;;;4897.0;-664.8047
-1;14800;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;148.0
-1;14800;BANANAS;4894;1;4893;21;;;4900;23;;;;;4897.0;-667.27344
-1;14900;BANANAS;4893;30;;;;;4898;8;4900;30;;;4895.5;-665.3203
-1;14900;PEARLS;9996;2;9995;28;;;10002;8;10004;2;10005;28;9999.0;148.0
-1;15000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;148.0
-1;15000;BANANAS;4893;23;;;;;4894;1;4900;23;;;4893.5;-661.90625
-1;15100;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;148.0
-1;15100;BANANAS;4899;1;4894;26;;;4900;1;4901;25;;;4899.5;-615.3672
-1;15200;PEARLS;9998;3;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;148.0
-1;15200;BANANAS;4896;3;4894;5;4893;23;4900;25;;;;;4898.0;-669.8594
-1;15300;BANANAS;4894;3;4893;24;;;4900;24;;;;;4897.0;-662.03906
-1;15300;PEARLS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;148.0
-1;15400;PEARLS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;148.0
-1;15400;BANANAS;4893;26;;;;;4897;4;4899;26;;;4895.0;-658.6797
-1;15500;PEARLS;9998;5;9995;20;;;10005;20;;;;;10001.5;148.0
-1;15500;BANANAS;4898;1;4893;5;4892;20;4899;20;;;;;4898.5;-660.9531
-1;15600;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;148.0
