day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;3600;BANANAS;4891;21;;;;;4898;21;;;;;4894.5;365.42383
-1;3700;BANANAS;4892;31;;;;;4896;6;4898;31;;;4894.0;365.39844
-1;3700;PEARLS;9996;2;9995;29;;;10000;5;10002;7;10004;2;9998.0;32.0
-1;3800;BANANAS;4892;30;;;;;4898;1;4899;29;;;4895.0;365.16406
-1;3800;PEARLS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;32.0
-1;3900;BANANAS;4893;1;4892;25;;;4898;25;;;;;4895.5;364.45117
-1;3900;PEARLS;9998;1;9995;25;;;10005;25;;;;;10001.5;34.0
-1;4000;PEARLS;10002;9;9996;2;9995;27;10004;2;10005;27;;;10003.0;34.0
-1;4000;BANANAS;4892;2;4891;27;;;4898;29;;;;;4895.0;364.29297
-1;4100;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;362.17578
-1;4100;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;52.0
-1;4200;BANANAS;4892;26;;;;;4893;10;4899;28;;;4892.5;362.08398
-1;4200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;52.0
-1;4300;BANANAS;4892;31;;;;;4899;31;;;;;4895.5;921.0
-1;4300;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;52.0
-1;4400;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;52.0
-1;4400;BANANAS;4892;26;;;;;4899;27;;;;;4895.5;924.8672
-1;4500;BANANAS;4892;27;;;;;4899;27;;;;;4895.5;924.34375
-1;4500;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;54.0
-1;4600;BANANAS;4893;1;4892;21;;;4899;22;;;;;4896.0;926.2344
-1;4600;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;54.0
-1;4700;BANANAS;4892;27;;;;;4893;8;4899;27;;;4892.5;922.02344
-1;4700;PEARLS;9998;4;9996;1;9995;26;10004;1;10005;26;;;10001.0;54.0
-1;4800;PEARLS;10002;3;9996;1;9995;24;10004;1;10005;24;;;10003.0;54.0
-1;4800;BANANAS;4898;1;4893;1;4892;24;4899;25;;;;;4898.5;1146.8516
-1;4900;BANANAS;4893;22;;;;;4899;22;;;;;4896.0;1091.2812
-1;4900;PEARLS;9995;22;;;;;9998;4;10005;22;;;9996.5;60.0
-1;5000;BANANAS;4893;4;4892;22;;;4899;23;;;;;4896.0;1104.8516
-1;5000;PEARLS;9998;3;9996;1;9995;22;10004;1;10005;22;;;10001.0;68.0
-1;5100;BANANAS;4894;7;4893;25;;;4899;25;;;;;4896.5;1109.0312
-1;5100;PEARLS;10002;1;9998;9;9995;25;10005;25;;;;;10003.5;68.0
-1;5200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;70.0
-1;5200;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;1107.1875
-1;5300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;70.0
-1;5300;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;1111.1797
-1;5400;BANANAS;4894;27;;;;;4899;8;4901;27;;;4896.5;1116.1797
-1;5400;PEARLS;9995;27;;;;;10000;6;10002;8;10005;27;9997.5;70.0
-1;5500;BANANAS;4895;1;4894;29;;;4901;30;;;;;4898.0;1117.2266
-1;5500;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;70.0
-1;5600;BANANAS;4896;8;4895;27;;;4901;1;4902;26;;;4898.5;1107.8906
-1;5600;PEARLS;10002;1;9998;8;9996;1;10004;1;10005;26;;;10003.0;70.0
-1;5700;PEARLS;9998;4;9996;2;9995;23;10004;2;10005;23;;;10001.0;72.0
-1;5700;BANANAS;4897;2;4896;4;4895;25;4901;25;;;;;4899.0;1121.6875
-1;5800;PEARLS;10002;1;9998;10;9995;24;10005;24;;;;;10003.5;72.0
-1;5800;BANANAS;4900;1;4895;10;4894;24;4901;24;;;;;4900.5;1121.2812
-1;5900;BANANAS;4895;21;;;;;4901;21;;;;;4898.0;1067.8594
-1;5900;PEARLS;10000;5;9996;1;9995;20;10004;1;10005;20;;;10002.0;74.0
-1;6000;PEARLS;9996;2;9995;22;;;9998;4;10004;2;10005;22;9997.0;74.0
-1;6000;BANANAS;4895;2;4894;22;;;4901;24;;;;;4898.0;1064.7109
-1;6100;PEARLS;9996;1;9995;24;;;10000;5;10002;2;10004;1;9998.0;82.0
-1;6100;BANANAS;4895;1;4894;24;;;4899;2;4901;25;;;4897.0;1070.3281
-1;6200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;82.0
-1;6200;BANANAS;4894;29;;;;;4895;12;4901;30;;;4894.5;1067.9375
-1;6300;BANANAS;4894;24;;;;;4901;25;;;;;4897.5;1183.1172
-1;6300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;82.0
-1;6400;PEARLS;10000;4;9995;23;;;10005;23;;;;;10002.5;82.0
-1;6400;BANANAS;4894;23;;;;;4901;23;;;;;4897.5;1185.1875
-1;6500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;82.0
-1;6500;BANANAS;4894;20;;;;;4901;20;;;;;4897.5;1189.1797
-1;6600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;82.0
-1;6600;BANANAS;4894;27;;;;;4901;27;;;;;4897.5;1197.2656
-1;6700;BANANAS;4894;28;;;;;4900;2;4901;26;;;4897.0;1192.7812
-1;6700;PEARLS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;82.0
-1;6800;BANANAS;4894;1;4893;24;;;4899;1;4900;23;;;4896.5;1179.5234
-1;6800;PEARLS;9998;1;9996;1;9995;23;10004;1;10005;23;;;10001.0;90.0
-1;6900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;90.0
-1;6900;BANANAS;4898;1;4897;4;4893;28;4900;28;;;;;4899.0;1175.8203
-1;7000;PEARLS;10000;6;9998;7;9996;2;10004;2;10005;27;;;10002.0;90.0
-1;7000;BANANAS;4894;9;4893;27;;;4900;29;;;;;4897.0;1124.8672
-1;7100;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;90.0
-1;7100;BANANAS;4893;30;;;;;4900;30;;;;;4896.5;1128.3047
-1;7200;BANANAS;4893;23;;;;;4899;2;4900;21;;;4896.0;1131.6406
-1;7200;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;90.0
-1;7300;PEARLS;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;90.0
-1;7300;BANANAS;4893;25;;;;;4898;4;4900;25;;;4895.5;1124.0469
-1;7400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;90.0
-1;7400;BANANAS;4894;30;;;;;4900;2;4901;28;;;4897.0;1120.7656
-1;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;90.0
-1;7500;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;1118.4062
-1;7600;BANANAS;4895;2;4894;24;;;4901;26;;;;;4898.0;1106.3281
-1;7600;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;90.0
-1;7700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;90.0
-1;7700;BANANAS;4900;1;4894;28;;;4901;28;;;;;4900.5;1093.4375
-1;7800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;90.0
-1;7800;BANANAS;4900;1;4895;1;4894;22;4901;23;;;;;4900.5;1054.0625
-1;7900;PEARLS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;90.0
-1;7900;BANANAS;4895;26;;;;;4900;4;4901;1;4902;25;4897.5;996.5
-1;8000;BANANAS;4896;23;;;;;4902;23;;;;;4899.0;995.6094
-1;8000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;90.0
-1;8100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;90.0
-1;8100;BANANAS;4896;22;;;;;4902;22;;;;;4899.0;990.8125
-1;8200;PEARLS;9995;20;;;;;9998;1;10002;2;10005;20;9996.5;90.0
-1;8200;BANANAS;4896;20;;;;;4903;20;;;;;4899.5;990.0078
-1;8300;PEARLS;10002;1;9998;6;9996;1;10004;1;10005;26;;;10003.0;92.0
-1;8300;BANANAS;4897;7;4896;26;;;4903;27;;;;;4900.0;988.7422
-1;8400;BANANAS;4897;26;;;;;4904;26;;;;;4900.5;983.64844
-1;8400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;94.0
-1;8500;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;94.0
-1;8500;BANANAS;4899;5;4896;30;;;4903;30;;;;;4901.0;974.41406
-1;8600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;94.0
-1;8600;BANANAS;4896;23;;;;;4903;23;;;;;4899.5;972.5547
-1;8700;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;94.0
-1;8700;BANANAS;4896;30;;;;;4898;1;4903;30;;;4897.0;990.2344
-1;8800;BANANAS;4896;23;;;;;4897;4;4903;23;;;4896.5;1044.9375
-1;8800;PEARLS;9995;23;;;;;9998;12;10005;23;;;9996.5;94.0
-1;8900;PEARLS;10002;5;9996;1;9995;26;10004;1;10005;26;;;10003.0;118.0
-1;8900;BANANAS;4896;27;;;;;4902;1;4903;26;;;4899.0;1143.1562
-1;9000;PEARLS;9995;23;;;;;10002;7;10005;23;;;9998.5;128.0
-1;9000;BANANAS;4895;23;;;;;4900;7;4902;23;;;4897.5;1149.0625
-1;9100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;128.0
-1;9100;BANANAS;4896;31;;;;;4899;3;4903;31;;;4897.5;1159.0391
-1;9200;BANANAS;4896;24;;;;;4901;3;4903;24;;;4898.5;1151.9688
-1;9200;PEARLS;9995;24;;;;;10002;3;10005;24;;;9998.5;128.0
-1;9300;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;128.0
-1;9300;BANANAS;4895;23;;;;;4902;23;;;;;4898.5;1151.3984
-1;9400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;128.0
-1;9400;BANANAS;4895;24;;;;;4902;24;;;;;4898.5;1155.6484
-1;9500;PEARLS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;128.0
-1;9500;BANANAS;4897;9;4896;29;;;4902;1;4903;28;;;4899.5;1153.6094
-1;9600;BANANAS;4896;19;;;;;4902;20;;;;;4899.0;1150.1016
-1;9600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;128.0
-1;9700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;128.0
-1;9700;BANANAS;4897;3;4896;25;;;4903;25;;;;;4900.0;1155.2578
-1;9800;PEARLS;9995;21;;;;;10002;5;10005;21;;;9998.5;128.0
-1;9800;BANANAS;4895;21;;;;;4900;5;4902;21;;;4897.5;1153.9844
-1;9900;BANANAS;4895;22;;;;;4902;22;;;;;4898.5;1151.3906
-1;9900;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;128.0
-1;10000;BANANAS;4896;8;4895;31;;;4902;31;;;;;4899.0;1148.5
-1;10000;PEARLS;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;128.0
-1;10100;BANANAS;4895;22;;;;;4902;22;;;;;4898.5;1151.25
-1;10100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;128.0
-1;10200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;128.0
-1;10200;BANANAS;4895;25;;;;;4901;2;4902;23;;;4898.0;1158.0469
-1;10300;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;128.0
-1;10300;BANANAS;4895;22;;;;;4896;4;4901;2;4902;20;4895.5;1154.2734
-1;10400;BANANAS;4895;30;;;;;4902;30;;;;;4898.5;1164.1094
-1;10400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;128.0
-1;10500;PEARLS;9998;4;9996;1;9995;27;10004;1;10005;27;;;10001.0;128.0
-1;10500;BANANAS;4896;4;4895;28;;;4901;28;;;;;4898.5;1143.0391
-1;10600;PEARLS;9995;23;;;;;9998;2;10002;6;10005;23;9996.5;128.0
-1;10600;BANANAS;4895;23;;;;;4900;6;4902;23;;;4897.5;1143.4844
-1;10700;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;132.0
-1;10700;BANANAS;4896;1;4895;23;;;4902;23;;;;;4899.0;1148.7266
-1;10800;BANANAS;4896;3;4895;23;;;4902;23;;;;;4899.0;1163.2812
-1;10800;PEARLS;10002;1;9998;4;9995;23;10005;23;;;;;10003.5;132.0
-1;10900;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;134.0
-1;10900;BANANAS;4895;1;4894;29;;;4901;30;;;;;4898.0;1174.5625
-1;11000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;134.0
-1;11000;BANANAS;4894;30;;;;;4900;1;4901;29;;;4897.0;1160.4141
-1;11100;PEARLS;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;134.0
-1;11100;BANANAS;4894;31;;;;;4899;4;4900;2;4901;29;4896.5;1159.2109
-1;11200;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;1159.875
-1;11200;PEARLS;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;134.0
-1;11300;BANANAS;4898;1;4894;27;;;4900;1;4901;26;;;4899.0;1149.2188
-1;11300;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;136.0
-1;11400;PEARLS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;136.0
-1;11400;BANANAS;4895;3;4894;24;;;4900;1;4901;23;;;4897.5;1088.6094
-1;11500;BANANAS;4894;2;4893;28;;;4900;29;;;;;4897.0;1082.2812
-1;11500;PEARLS;9998;1;9996;1;9995;28;10004;1;10005;28;;;10001.0;136.0
-1;11600;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;1077.3984
-1;11600;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;136.0
-1;11700;BANANAS;4893;22;;;;;4899;1;4900;21;;;4896.0;1080.4062
-1;11700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;136.0
-1;11800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;136.0
-1;11800;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;1081.3516
-1;11900;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;1069.0625
-1;11900;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;136.0
-1;12000;BANANAS;4893;25;;;;;4900;25;;;;;4896.5;1062.6328
-1;12000;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;136.0
-1;12100;BANANAS;4894;2;4893;20;;;4898;4;4900;22;;;4896.0;1049.4453
-1;12100;PEARLS;9996;2;9995;20;;;10002;3;10004;2;10005;20;9999.0;136.0
-1;12200;PEARLS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;136.0
-1;12200;BANANAS;4894;12;4893;26;;;4900;28;;;;;4897.0;1059.1406
-1;12300;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;1055.2266
-1;12300;PEARLS;9996;1;9995;23;;;10000;5;10004;1;10005;23;9998.0;136.0
-1;12400;BANANAS;4893;30;;;;;4899;1;4900;29;;;4896.0;1052.5156
-1;12400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;136.0
-1;12500;BANANAS;4892;31;;;;;4899;31;;;;;4895.5;1052.5859
-1;12500;PEARLS;10002;5;9996;2;9995;29;10004;2;10005;29;;;10003.0;136.0
-1;12600;PEARLS;9998;5;9996;1;9995;30;10004;1;10005;30;;;10001.0;146.0
-1;12600;BANANAS;4893;5;4892;31;;;4898;1;4899;30;;;4895.5;1048.5
-1;12700;BANANAS;4892;31;;;;;4899;31;;;;;4895.5;1057.9531
-1;12700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;146.0
-1;12800;BANANAS;4892;31;;;;;4896;3;4898;31;;;4894.0;1061.0156
-1;12800;PEARLS;9996;1;9995;30;;;10002;3;10004;1;10005;30;9999.0;146.0
-1;12900;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;1066.8438
-1;12900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;146.0
-1;13000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;146.0
-1;13000;BANANAS;4892;27;;;;;4899;27;;;;;4895.5;1064.7812
-1;13100;BANANAS;4892;30;;;;;4899;30;;;;;4895.5;1068.9453
-1;13100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;146.0
-1;13200;BANANAS;4892;28;;;;;4899;28;;;;;4895.5;1063.5312
-1;13200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;146.0
-1;13300;BANANAS;4898;1;4893;2;4892;26;4899;28;;;;;4898.5;1068.4375
-1;13300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;146.0
-1;13400;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;146.0
-1;13400;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;1020.375
-1;13500;BANANAS;4896;4;4893;30;;;4898;9;4900;30;;;4897.0;1026.9453
-1;13500;PEARLS;9996;1;9995;29;;;10002;9;10004;1;10005;29;9999.0;148.0
-1;13600;BANANAS;4893;25;;;;;4899;2;4900;23;;;4896.0;817.5078
-1;13600;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;148.0
-1;13700;BANANAS;4896;5;4893;30;;;4897;7;4899;30;;;4896.5;818.1719
-1;13700;PEARLS;10000;2;9996;2;9995;28;10002;7;10004;2;10005;28;10001.0;148.0
-1;13800;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;148.0
-1;13800;BANANAS;4893;25;;;;;4899;1;4900;24;;;4896.0;804.65625
-1;13900;BANANAS;4893;20;;;;;4898;2;4900;20;;;4895.5;796.53125
-1;13900;PEARLS;9995;20;;;;;10002;2;10005;20;;;9998.5;148.0
-1;14000;BANANAS;4899;1;4894;27;;;4900;27;;;;;4899.5;796.65625
-1;14000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;148.0
-1;14100;BANANAS;4894;2;4893;22;;;4900;24;;;;;4897.0;744.78516
-1;14100;PEARLS;10000;3;9996;2;9995;22;10004;2;10005;22;;;10002.0;148.0
-1;14200;BANANAS;4894;2;4893;22;;;4900;24;;;;;4897.0;743.97266
-1;14200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;148.0
-1;14300;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;148.0
-1;14300;BANANAS;4894;30;;;;;4900;30;;;;;4897.0;753.4453
-1;14400;BANANAS;4895;9;4894;23;;;4901;23;;;;;4898.0;749.15234
-1;14400;PEARLS;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;148.0
-1;14500;BANANAS;4893;23;;;;;4894;1;4900;23;;;4893.5;753.8711
-1;14500;PEARLS;9996;1;9995;22;;;10000;2;10004;1;10005;22;9998.0;148.0
-1;14600;PEARLS;9995;21;;;;;10002;3;10005;21;;;9998.5;148.0
-1;14600;BANANAS;4893;21;;;;;4898;3;4900;21;;;4895.5;801.4844
-1;14700;PEARLS;9998;5;9996;2;9995;24;10004;2;10005;24;;;10001.0;148.0
-1;14700;BANANAS;4894;5;4893;26;;;4900;26;;;;;4897.0;801.08594
-1;14800;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;148.0
-1;14800;BANANAS;4894;1;4893;21;;;4900;23;;;;;4897.0;803.3906
-1;14900;BANANAS;4893;30;;;;;4898;8;4900;30;;;4895.5;801.5703
-1;14900;PEARLS;9996;2;9995;28;;;10002;8;10004;2;10005;28;9999.0;148.0
-1;15000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;148.0
-1;15000;BANANAS;4893;23;;;;;4894;1;4900;23;;;4893.5;798.3828
-1;15100;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;148.0
-1;15100;BANANAS;4899;1;4894;26;;;4900;1;4901;25;;;4899.5;855.25
-1;15200;PEARLS;9998;3;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;148.0
-1;15200;BANANAS;4896;3;4894;5;4893;23;4900;25;;;;;4898.0;815.46875
-1;15300;BANANAS;4894;3;4893;24;;;4900;24;;;;;4897.0;808.1719
-1;15300;PEARLS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;148.0
-1;15400;PEARLS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;148.0
-1;15400;BANANAS;4893;26;;;;;4897;4;4899;26;;;4895.0;805.03906
-1;15500;PEARLS;9998;5;9995;20;;;10005;20;;;;;10001.5;148.0
-1;15500;BANANAS;4898;1;4893;5;4892;20;4899;20;;;;;4898.5;807.15625
-1;15600;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;148.0
-1;15600;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;766.8164
