day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;2700;PEARLS;9998;4;9996;1;9995;24;10004;1;10005;24;;;10001.0;17.0
-1;2800;PEARLS;9998;5;9995;29;;;10005;29;;;;;10001.5;17.0
-1;2800;BANANAS;4952;1;4947;5;4946;29;4953;29;;;;;4952.5;9.3359375
-1;2900;BANANAS;4946;25;;;;;4953;25;;;;;4949.5;14.6171875
-1;2900;PEARLS;10002;10;9996;2;9995;23;10004;2;10005;23;;;10003.0;17.0
-1;3000;BANANAS;4946;31;;;;;4953;31;;;;;4949.5;13.921875
-1;3000;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;37.0
-1;3100;BANANAS;4947;27;;;;;4953;2;4954;26;;;4950.0;3.703125
-1;3100;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;37.0
-1;3200;PEARLS;9996;2;9995;30;;;10002;6;10004;2;10005;30;9999.0;37.0
-1;3200;BANANAS;4947;2;4946;30;;;4951;6;4953;32;;;4949.0;7.5703125
-1;3300;BANANAS;4946;28;;;;;4953;28;;;;;4949.5;16.390625
-1;3300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;37.0
-1;3400;BANANAS;4946;29;;;;;4953;29;;;;;4949.5;14.0078125
-1;3400;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;57.0
-1;3500;BANANAS;4946;30;;;;;4951;9;4953;30;;;4948.5;11.0234375
-1;3500;PEARLS;9996;2;9995;28;;;10002;9;10004;2;10005;28;9999.0;57.0
-1;3600;PEARLS;9995;21;;;;;9998;1;10005;21;;;9996.5;57.0
-1;3600;BANANAS;4947;21;;;;;4954;21;;;;;4950.5;1.203125
-1;3700;BANANAS;4947;31;;;;;4952;6;4953;2;4954;29;4949.5;1.2734375
-1;3700;PEARLS;9996;2;9995;29;;;10000;5;10002;7;10004;2;9998.0;59.0
-1;3800;BANANAS;4947;30;;;;;4953;1;4954;29;;;4950.0;1.8984375
-1;3800;PEARLS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;59.0
-1;3900;BANANAS;4948;1;4947;25;;;4954;25;;;;;4951.0;3.796875
-1;3900;PEARLS;9998;1;9995;25;;;10005;25;;;;;10001.5;61.0
-1;4000;PEARLS;10002;9;9996;2;9995;27;10004;2;10005;27;;;10003.0;61.0
-1;4000;BANANAS;4947;29;;;;;4953;2;4954;27;;;4950.0;4.21875
-1;4100;BANANAS;4946;24;;;;;4953;24;;;;;4949.5;9.8671875
-1;4100;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;79.0
-1;4200;BANANAS;4946;28;;;;;4947;12;4953;28;;;4946.5;10.109375
-1;4200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;79.0
-1;4300;BANANAS;4946;31;;;;;4952;2;4953;29;;;4949.0;44.25
-1;4300;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;79.0
-1;4400;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;87.0
-1;4400;BANANAS;4946;26;;;;;4953;27;;;;;4949.5;44.71289
-1;4500;BANANAS;4946;27;;;;;4953;27;;;;;4949.5;44.810547
-1;4500;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;89.0
-1;4600;BANANAS;4946;22;;;;;4953;22;;;;;4949.5;44.456055
-1;4600;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;89.0
-1;4700;BANANAS;4946;27;;;;;4947;8;4952;1;4953;26;4946.5;45.246094
-1;4700;PEARLS;9998;4;9996;1;9995;26;10004;1;10005;26;;;10001.0;89.0
-1;4800;PEARLS;10002;3;9996;1;9995;24;10004;1;10005;24;;;10003.0;89.0
-1;4800;BANANAS;4951;1;4946;25;;;4952;1;4953;24;;;4951.5;63.21289
-1;4900;BANANAS;4946;22;;;;;4952;22;;;;;4949.0;64.05859
-1;4900;PEARLS;9995;22;;;;;9998;4;10005;22;;;9996.5;95.0
-1;5000;BANANAS;4947;4;4946;22;;;4953;23;;;;;4950.0;66.916016
-1;5000;PEARLS;9998;3;9996;1;9995;22;10004;1;10005;22;;;10001.0;103.0
-1;5100;BANANAS;4947;9;4946;25;;;4948;2;4953;25;;;4947.5;67.796875
-1;5100;PEARLS;10002;1;9998;9;9995;25;10005;25;;;;;10003.5;103.0
-1;5200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;105.0
-1;5200;BANANAS;4947;2;4946;22;;;4953;24;;;;;4950.0;67.4082
-1;5300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;105.0
-1;5300;BANANAS;4947;25;;;;;4954;25;;;;;4950.5;68.24805
-1;5400;BANANAS;4947;27;;;;;4952;8;4954;27;;;4949.5;69.30078
-1;5400;PEARLS;9995;27;;;;;10000;6;10002;8;10005;27;9997.5;105.0
-1;5500;BANANAS;4947;30;;;;;4954;30;;;;;4950.5;69.521484
-1;5500;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;105.0
-1;5600;BANANAS;4947;9;4946;26;;;4953;27;;;;;4950.0;67.55664
-1;5600;PEARLS;10002;1;9998;8;9996;1;10004;1;10005;26;;;10003.0;105.0
-1;5700;PEARLS;9998;4;9996;2;9995;23;10004;2;10005;23;;;10001.0;107.0
-1;5700;BANANAS;4950;2;4948;4;4947;25;4954;25;;;;;4952.0;70.46094
-1;5800;PEARLS;10002;1;9998;10;9995;24;10005;24;;;;;10003.5;107.0
-1;5800;BANANAS;4953;1;4948;10;4947;24;4954;24;;;;;4953.5;70.375
-1;5900;BANANAS;4947;21;;;;;4954;21;;;;;4950.5;72.30957
-1;5900;PEARLS;10000;5;9996;1;9995;20;10004;1;10005;20;;;10002.0;109.0
-1;6000;PEARLS;9996;2;9995;22;;;9998;4;10004;2;10005;22;9997.0;109.0
-1;6000;BANANAS;4947;24;;;;;4953;2;4954;22;;;4950.0;71.78516
-1;6100;PEARLS;9996;1;9995;24;;;10000;5;10002;2;10004;1;9998.0;117.0
-1;6100;BANANAS;4947;25;;;;;4952;2;4954;25;;;4949.5;72.7207
-1;6200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;117.0
-1;6200;BANANAS;4947;30;;;;;4948;13;4954;30;;;4947.5;72.322266
-1;6300;BANANAS;4947;25;;;;;4948;1;4954;25;;;4947.5;107.49219
-1;6300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;117.0
-1;6400;PEARLS;10000;4;9995;23;;;10005;23;;;;;10002.5;117.0
-1;6400;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;113.35156
-1;6500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;117.0
-1;6500;BANANAS;4947;20;;;;;4954;20;;;;;4950.5;115.546875
-1;6600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;117.0
-1;6600;BANANAS;4948;27;;;;;4955;27;;;;;4951.5;119.99609
-1;6700;BANANAS;4948;28;;;;;4954;2;4955;26;;;4951.0;133.02734
-1;6700;PEARLS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;117.0
-1;6800;BANANAS;4948;1;4947;24;;;4954;24;;;;;4951.0;137.66797
-1;6800;PEARLS;9998;1;9996;1;9995;23;10004;1;10005;23;;;10001.0;125.0
-1;6900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;145.0
-1;6900;BANANAS;4952;1;4951;4;4947;28;4954;28;;;;;4953.0;141.54492
-1;7000;PEARLS;10000;6;9998;7;9996;2;10004;2;10005;27;;;10002.0;145.0
-1;7000;BANANAS;4948;7;4947;29;;;4954;29;;;;;4951.0;145.38672
-1;7100;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;145.0
-1;7100;BANANAS;4947;30;;;;;4954;30;;;;;4950.5;143.57422
-1;7200;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;141.82031
-1;7200;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;145.0
-1;7300;PEARLS;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;146.0
-1;7300;BANANAS;4947;25;;;;;4952;4;4954;25;;;4949.5;146.5
-1;7400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;146.0
-1;7400;BANANAS;4947;30;;;;;4953;2;4954;28;;;4950.0;148.39844
-1;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;148.0
-1;7500;BANANAS;4947;29;;;;;4953;29;;;;;4950.0;149.76562
-1;7600;BANANAS;4946;26;;;;;4953;26;;;;;4949.5;156.75781
-1;7600;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;148.0
-1;7700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;148.0
-1;7700;BANANAS;4951;1;4945;28;;;4952;28;;;;;4951.5;165.63672
-1;7800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;149.0
-1;7800;BANANAS;4951;1;4946;23;;;4952;1;4953;22;;;4951.5;162.51953
-1;7900;PEARLS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;149.0
-1;7900;BANANAS;4946;1;4945;25;;;4950;4;4952;26;;;4948.0;170.17578
-1;8000;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;170.80469
-1;8000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;149.0
-1;8100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;149.0
-1;8100;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;174.1875
-1;8200;PEARLS;9995;20;;;;;9998;1;10002;2;10005;20;9996.5;149.0
-1;8200;BANANAS;4949;2;4945;20;;;4950;2;4952;20;;;4949.5;174.75781
-1;8300;PEARLS;10002;1;9998;6;9996;1;10004;1;10005;26;;;10003.0;151.0
-1;8300;BANANAS;4946;6;4945;27;;;4952;27;;;;;4949.0;177.09375
-1;8400;BANANAS;4945;26;;;;;4951;26;;;;;4948.0;181.28906
-1;8400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;153.0
-1;8500;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;153.0
-1;8500;BANANAS;4947;5;4944;30;;;4951;30;;;;;4949.0;188.89844
-1;8600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;153.0
-1;8600;BANANAS;4944;23;;;;;4951;23;;;;;4947.5;190.42969
-1;8700;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;153.0
-1;8700;BANANAS;4945;30;;;;;4946;1;4952;30;;;4945.5;175.86719
-1;8800;BANANAS;4945;23;;;;;4947;4;4952;23;;;4946.0;175.10156
-1;8800;PEARLS;9995;23;;;;;9998;12;10005;23;;;9996.5;153.0
-1;8900;PEARLS;10002;5;9996;1;9995;26;10004;1;10005;26;;;10003.0;177.0
-1;8900;BANANAS;4945;27;;;;;4952;27;;;;;4948.5;183.77734
-1;9000;PEARLS;9995;23;;;;;10002;7;10005;23;;;9998.5;187.0
-1;9000;BANANAS;4945;23;;;;;4950;7;4952;23;;;4947.5;181.1211
-1;9100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;187.0
-1;9100;BANANAS;4946;31;;;;;4949;3;4952;1;4953;30;4947.5;176.63281
-1;9200;BANANAS;4945;24;;;;;4950;3;4952;24;;;4947.5;179.8164
-1;9200;PEARLS;9995;24;;;;;10002;3;10005;24;;;9998.5;187.0
-1;9300;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;187.0
-1;9300;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;180.07031
-1;9400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;187.0
-1;9400;BANANAS;4946;24;;;;;4952;24;;;;;4949.0;178.15625
-1;9500;PEARLS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;187.0
-1;9500;BANANAS;4946;10;4945;28;;;4952;29;;;;;4949.0;179.07812
-1;9600;BANANAS;4945;20;;;;;4946;1;4952;20;;;4945.5;180.65625
-1;9600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;187.0
-1;9700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;187.0
-1;9700;BANANAS;4946;3;4945;25;;;4952;25;;;;;4949.0;181.29688
-1;9800;PEARLS;9995;21;;;;;10002;5;10005;21;;;9998.5;187.0
-1;9800;BANANAS;4945;21;;;;;4950;5;4952;21;;;4947.5;181.80469
-1;9900;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;182.84375
-1;9900;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;187.0
-1;10000;BANANAS;4946;8;4945;31;;;4952;31;;;;;4949.0;184.0
-1;10000;PEARLS;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;187.0
-1;10100;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;182.89844
-1;10100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;187.0
-1;10200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;187.0
-1;10200;BANANAS;4946;25;;;;;4952;2;4953;23;;;4949.0;180.17969
-1;10300;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;187.0
-1;10300;BANANAS;4946;2;4945;20;;;4947;4;4952;22;;;4946.5;181.6914
-1;10400;BANANAS;4946;30;;;;;4953;30;;;;;4949.5;186.56836
-1;10400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;189.0
-1;10500;PEARLS;9998;4;9996;1;9995;27;10004;1;10005;27;;;10001.0;189.0
-1;10500;BANANAS;4946;4;4945;28;;;4952;28;;;;;4949.0;192.88672
-1;10600;PEARLS;9995;23;;;;;9998;2;10002;6;10005;23;9996.5;189.0
-1;10600;BANANAS;4945;23;;;;;4950;6;4952;23;;;4947.5;192.75586
-1;10700;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;193.0
-1;10700;BANANAS;4946;1;4945;23;;;4952;23;;;;;4949.0;191.1836
-1;10800;BANANAS;4947;3;4946;23;;;4953;23;;;;;4950.0;186.81445
-1;10800;PEARLS;10002;1;9998;4;9995;23;10005;23;;;;;10003.5;193.0
-1;10900;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;195.0
-1;10900;BANANAS;4947;1;4946;29;;;4953;30;;;;;4950.0;183.42969
-1;11000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;195.0
-1;11000;BANANAS;4946;30;;;;;4952;1;4953;29;;;4949.0;187.67578
-1;11100;PEARLS;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;195.0
-1;11100;BANANAS;4946;31;;;;;4951;4;4952;2;4953;29;4948.5;188.03516
-1;11200;BANANAS;4946;29;;;;;4952;1;4953;28;;;4949.0;187.83594
-1;11200;PEARLS;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;209.0
-1;11300;BANANAS;4950;1;4945;27;;;4952;27;;;;;4951.0;191.0332
-1;11300;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;211.0
-1;11400;PEARLS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;211.0
-1;11400;BANANAS;4946;3;4945;24;;;4951;1;4952;23;;;4948.5;196.03906
-1;11500;BANANAS;4945;2;4944;28;;;4951;29;;;;;4948.0;198.3711
-1;11500;PEARLS;9998;1;9996;1;9995;28;10004;1;10005;28;;;10001.0;211.0
-1;11600;BANANAS;4944;26;;;;;4951;26;;;;;4947.5;200.16797
-1;11600;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;211.0
-1;11700;BANANAS;4944;22;;;;;4951;22;;;;;4947.5;199.0625
-1;11700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;211.0
-1;11800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;211.0
-1;11800;BANANAS;4944;21;;;;;4951;21;;;;;4947.5;198.71094
-1;11900;BANANAS;4944;25;;;;;4951;25;;;;;4947.5;203.24219
-1;11900;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;211.0
-1;12000;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;205.60938
-1;12000;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;211.0
-1;12100;BANANAS;4943;22;;;;;4948;4;4949;2;4950;20;4945.5;210.46875
-1;12100;PEARLS;9996;2;9995;20;;;10002;3;10004;2;10005;20;9999.0;211.0
-1;12200;PEARLS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;211.0
-1;12200;BANANAS;4944;10;4943;28;;;4950;28;;;;;4947.0;206.89453
-1;12300;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;208.33594
-1;12300;PEARLS;9996;1;9995;23;;;10000;5;10004;1;10005;23;9998.0;211.0
-1;12400;BANANAS;4943;30;;;;;4949;1;4950;29;;;4946.0;209.33594
-1;12400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;211.0
-1;12500;BANANAS;4943;31;;;;;4949;2;4950;29;;;4946.0;209.3125
-1;12500;PEARLS;10002;5;9996;2;9995;29;10004;2;10005;29;;;10003.0;211.0
-1;12600;PEARLS;9998;5;9996;1;9995;30;10004;1;10005;30;;;10001.0;221.0
-1;12600;BANANAS;4944;5;4943;31;;;4949;31;;;;;4946.5;210.8164
-1;12700;BANANAS;4943;31;;;;;4950;31;;;;;4946.5;207.33203
-1;12700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;221.0
-1;12800;BANANAS;4943;31;;;;;4948;3;4950;31;;;4945.5;206.20312
-1;12800;PEARLS;9996;1;9995;30;;;10002;3;10004;1;10005;30;9999.0;221.0
-1;12900;BANANAS;4944;24;;;;;4950;24;;;;;4947.0;204.0586
-1;12900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;221.0
-1;13000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;221.0
-1;13000;BANANAS;4943;27;;;;;4950;27;;;;;4946.5;204.8164
-1;13100;BANANAS;4944;30;;;;;4950;2;4951;28;;;4947.0;203.28125
-1;13100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;221.0
-1;13200;BANANAS;4943;28;;;;;4950;28;;;;;4946.5;205.27734
-1;13200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;221.0
-1;13300;BANANAS;4949;1;4944;28;;;4950;2;4951;26;;;4949.5;203.46875
-1;13300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;221.0
-1;13400;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;221.0
-1;13400;BANANAS;4944;26;;;;;4950;1;4951;25;;;4947.0;204.94531
-1;13500;BANANAS;4947;4;4944;30;;;4949;9;4951;30;;;4948.0;202.02344
-1;13500;PEARLS;9996;1;9995;29;;;10002;9;10004;1;10005;29;9999.0;223.0
-1;13600;BANANAS;4944;25;;;;;4950;2;4951;23;;;4947.0;203.9961
-1;13600;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;223.0
-1;13700;BANANAS;4947;5;4944;30;;;4949;7;4951;30;;;4948.0;203.61719
-1;13700;PEARLS;10000;2;9996;2;9995;28;10002;7;10004;2;10005;28;10001.0;223.0
-1;13800;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;223.0
-1;13800;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;211.33984
-1;13900;BANANAS;4942;20;;;;;4947;2;4949;20;;;4944.5;215.98047
-1;13900;PEARLS;9995;20;;;;;10002;2;10005;20;;;9998.5;223.0
-1;14000;BANANAS;4948;1;4943;1;4942;26;4949;27;;;;;4948.5;215.91016
-1;14000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;223.0
-1;14100;BANANAS;4942;24;;;;;4949;24;;;;;4945.5;223.05469
-1;14100;PEARLS;10000;3;9996;2;9995;22;10004;2;10005;22;;;10002.0;225.0
-1;14200;BANANAS;4942;24;;;;;4949;24;;;;;4945.5;223.55469
-1;14200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;225.0
-1;14300;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;225.0
-1;14300;BANANAS;4943;30;;;;;4949;2;4950;28;;;4946.0;217.72656
-1;14400;BANANAS;4943;9;4942;23;;;4949;23;;;;;4946.0;220.36719
-1;14400;PEARLS;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;225.0
-1;14500;BANANAS;4943;22;;;;;4949;1;4950;22;;;4946.0;217.46484
-1;14500;PEARLS;9996;1;9995;22;;;10000;2;10004;1;10005;22;9998.0;225.0
-1;14600;PEARLS;9995;21;;;;;10002;3;10005;21;;;9998.5;225.0
-1;14600;BANANAS;4942;21;;;;;4947;3;4949;21;;;4944.5;220.00781
-1;14700;PEARLS;9998;5;9996;2;9995;24;10004;2;10005;24;;;10001.0;225.0
-1;14700;BANANAS;4943;7;4942;24;;;4949;26;;;;;4946.0;220.23828
-1;14800;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;225.0
-1;14800;BANANAS;4943;1;4942;21;;;4949;23;;;;;4946.0;218.92188
-1;14900;BANANAS;4943;2;4942;28;;;4947;8;4949;30;;;4945.0;219.96094
-1;14900;PEARLS;9996;2;9995;28;;;10002;8;10004;2;10005;28;9999.0;225.0
-1;15000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;225.0
-1;15000;BANANAS;4942;23;;;;;4943;1;4949;23;;;4942.5;221.78125
-1;15100;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;225.0
-1;15100;BANANAS;4948;1;4943;1;4942;25;4949;26;;;;;4948.5;221.8164
-1;15200;PEARLS;9998;3;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;227.0
-1;15200;BANANAS;4946;3;4944;3;4943;25;4950;25;;;;;4948.0;219.875
-1;15300;BANANAS;4943;5;4942;22;;;4949;24;;;;;4946.0;224.04688
-1;15300;PEARLS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;227.0
-1;15400;PEARLS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;227.0
-1;15400;BANANAS;4942;26;;;;;4947;4;4949;26;;;4944.5;225.83594
-1;15500;PEARLS;9998;5;9995;20;;;10005;20;;;;;10001.5;227.0
-1;15500;BANANAS;4948;1;4943;5;4942;20;4949;20;;;;;4948.5;224.625
-1;15600;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;227.0
-1;15600;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;221.66406
-1;15700;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;227.0
